Exception_ID,Rule_ID,Record_ID,Severity,Description,Action_Taken
EX-00512,DQ-14,CS-2026-015932,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00513,DQ-14,CS-2026-008474,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00514,DQ-14,CS-2026-008580,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00515,DQ-14,CS-2026-001782,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00516,DQ-14,CS-2026-010181,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00517,DQ-14,CS-2026-006067,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00518,DQ-14,CS-2026-005208,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00519,DQ-14,CS-2026-006832,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00520,DQ-14,CS-2026-001214,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00521,DQ-14,CS-2026-008139,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00522,DQ-14,CS-2026-010649,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00523,DQ-14,CS-2026-009404,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00524,DQ-14,CS-2026-004971,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00525,DQ-14,CS-2026-000852,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00526,DQ-14,CS-2026-008951,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00527,DQ-14,CS-2026-000183,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00528,DQ-14,CS-2026-012998,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00529,DQ-14,CS-2026-012109,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00530,DQ-14,CS-2026-010243,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00531,DQ-14,CS-2026-008418,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00532,DQ-14,CS-2026-000757,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00533,DQ-14,CS-2026-001903,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00534,DQ-14,CS-2026-001850,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00535,DQ-14,CS-2026-000111,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00536,DQ-14,CS-2026-006254,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00537,DQ-14,CS-2026-010945,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00538,DQ-14,CS-2026-010546,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00539,DQ-14,CS-2026-006457,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00540,DQ-14,CS-2026-012624,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00541,DQ-14,CS-2026-012050,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00542,DQ-14,CS-2026-002864,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00543,DQ-14,CS-2026-003681,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00544,DQ-14,CS-2026-013975,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00545,DQ-14,CS-2026-003124,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00546,DQ-14,CS-2026-006151,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00547,DQ-14,CS-2026-003791,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00548,DQ-14,CS-2026-001136,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00549,DQ-14,CS-2026-009060,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00550,DQ-14,CS-2026-013366,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00551,DQ-14,CS-2026-009074,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00552,DQ-14,CS-2026-010152,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00553,DQ-14,CS-2026-011394,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00554,DQ-14,CS-2026-011581,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00555,DQ-14,CS-2026-002171,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00556,DQ-14,CS-2026-014436,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00557,DQ-14,CS-2026-012704,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00558,DQ-14,CS-2026-008446,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00559,DQ-14,CS-2026-006090,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00560,DQ-14,CS-2026-005662,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00561,DQ-14,CS-2026-012952,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00562,DQ-14,CS-2026-004129,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00563,DQ-14,CS-2026-001358,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00564,DQ-14,CS-2026-011658,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00565,DQ-14,CS-2026-005465,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00566,DQ-14,CS-2026-013062,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00567,DQ-14,CS-2026-001565,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00568,DQ-14,CS-2026-000097,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00569,DQ-14,CS-2026-005411,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00570,DQ-14,CS-2026-015913,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00571,DQ-14,CS-2026-008884,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00572,DQ-14,CS-2026-011399,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00573,DQ-14,CS-2026-000784,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00574,DQ-14,CS-2026-011571,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00575,DQ-14,CS-2026-005750,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00576,DQ-14,CS-2026-003578,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
EX-00577,DQ-14,CS-2026-007091,Medium,Root_Cause not recorded on a resolved case.,Set to Not Recorded
