Case_ID,Created_Date,Assigned_Date,Resolved_Date,Case_Type,Priority,Assigned_Team,Assigned_Analyst,Routing_Method,Reassignment_Count,Current_Status,SLA_Target_Hours,SLA_Met,Root_Cause,Reopened_Flag,Customer_Segment,Documentation_Gap,Policy_Exception,Historical_Rework_Risk,Estimated_Work_Hours,Assignment_Lag_Hours,Resolution_Hours,Handling_Hours,SLA_Met_Calculated,SLA_Breach_Hours,Score_Case_Type,Score_Priority,Score_Documentation_Gap,Score_Policy_Exception,Score_Rework_Risk,Complexity_Score,Complexity_Band
CS-2026-007625,2026-04-17 10:45:00,2026-04-17 12:18:00,2026-04-17 20:33:00,Enrollment Change,Urgent,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,Yes,Complex eligibility,No,Individual,No,No,No,2.77,1.55,9.8,8.25,Yes,,9,25,0,0,0,34,Moderate
CS-2026-007330,2026-05-20 10:00:00,2026-05-20 15:20:00,2026-05-21 08:39:00,Enrollment Change,Standard,TEAM-03,AN-022,Analyst Self-Select,0.0,Resolved,24,Yes,System data gap,No,Mid-Market,No,No,No,1.8,5.33,22.65,17.32,Yes,,9,11,0,0,0,20,Low
CS-2026-011667,2026-05-06 14:00:00,2026-05-06 16:12:00,2026-05-07 08:35:00,Benefits Inquiry,Low,TEAM-01,AN-008,Manual Triage,0.0,Resolved,48,Yes,Incorrect initial routing,No,Enterprise,No,No,No,2.82,2.2,18.58,16.38,Yes,,13,5,0,0,0,18,Low
CS-2026-005753,2026-05-02 07:45:00,2026-05-02 09:31:00,2026-05-03 06:10:00,Billing Correction,Standard,TEAM-05,AN-033,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Small Group,No,No,No,4.2,1.77,22.42,20.65,Yes,,17,11,0,0,0,28,Low
CS-2026-011519,2026-01-27 15:30:00,2026-01-27 17:51:00,2026-01-29 17:32:00,Authorization Review,Urgent,TEAM-04,AN-026,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,8.2,2.35,50.03,47.68,No,2.03,22,25,20,0,0,67,High
CS-2026-012203,2026-04-29 11:15:00,2026-04-29 14:01:00,2026-05-02 23:37:00,Claims Dispute,Standard,TEAM-02,AN-016,Manual Triage,0.0,Resolved,72,No,Incorrect initial routing,No,Small Group,No,No,No,8.33,2.77,84.37,81.6,No,12.37,26,11,0,0,0,37,Moderate
CS-2026-004096,2026-04-01 15:30:00,2026-04-01 16:19:00,2026-04-03 15:10:00,Coverage Termination,Low,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,96,Yes,No issue identified,No,Enterprise,No,Yes,No,9.01,0.82,47.67,46.85,Yes,,30,5,0,15,0,50,Moderate
CS-2026-003492,2026-04-15 16:30:00,2026-04-15 19:45:00,2026-04-18 14:45:00,Billing Correction,Standard,TEAM-05,AN-032,Manual Triage,1.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,No,Yes,6.88,3.25,70.25,67.0,Yes,,17,11,0,0,10,38,Moderate
CS-2026-015378,2026-06-20 09:30:00,2026-06-20 15:16:00,2026-06-22 13:45:00,Claims Dispute,Standard,TEAM-02,AN-010,Analyst Self-Select,1.0,Resolved,72,Yes,Incorrect initial routing,No,Small Group,No,No,No,9.28,5.77,52.25,46.48,Yes,,26,11,0,0,0,37,Moderate
CS-2026-000968,2026-03-23 16:15:00,2026-03-23 16:58:00,2026-03-24 13:52:00,Enrollment Change,High,TEAM-03,AN-020,Auto-Routed,1.0,Resolved,24,Yes,Policy exception required,No,Individual,No,Yes,Yes,5.28,0.72,21.62,20.9,Yes,,9,19,0,15,10,53,Moderate
CS-2026-001617,2026-06-26 12:00:00,2026-06-26 19:13:00,2026-06-28 00:37:00,Benefits Inquiry,High,TEAM-01,AN-008,Analyst Self-Select,0.0,Resolved,48,Yes,System data gap,Yes,Mid-Market,Yes,No,Yes,4.68,7.22,36.62,29.4,Yes,,13,19,20,0,10,62,High
CS-2026-010360,2026-01-28 16:30:00,2026-01-28 20:04:00,2026-01-31 13:42:00,Claims Dispute,Low,TEAM-02,AN-015,Manual Triage,1.0,Resolved,72,Yes,Incorrect initial routing,No,Individual,Yes,No,No,10.79,3.57,69.2,65.63,Yes,,26,5,20,0,0,51,Moderate
CS-2026-008591,2026-06-09 15:00:00,2026-06-09 21:20:00,2026-06-12 03:41:00,Claims Dispute,Low,TEAM-02,AN-012,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,Yes,No,No,6.61,6.33,60.68,54.35,Yes,,26,5,20,0,0,51,Moderate
CS-2026-006573,2026-03-29 14:45:00,2026-03-29 19:21:00,2026-04-01 19:35:00,Authorization Review,Standard,TEAM-04,AN-026,Analyst Self-Select,0.0,Resolved,48,No,Policy exception required,No,Mid-Market,No,No,No,4.67,4.6,76.83,72.23,No,28.83,22,11,0,0,0,33,Moderate
CS-2026-001131,2026-04-12 11:30:00,2026-04-12 14:13:00,2026-04-13 08:45:00,Enrollment Change,Standard,TEAM-05,AN-035,Manual Triage,0.0,Resolved,24,Yes,System data gap,No,Small Group,Yes,No,No,2.29,2.72,21.25,18.53,Yes,,9,11,20,0,0,40,Moderate
CS-2026-002696,2026-02-03 07:30:00,2026-02-03 07:34:00,2026-02-05 23:29:00,Enrollment Change,Standard,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,24,No,Missing documentation,No,Individual,Yes,No,No,5.86,0.07,63.98,63.92,No,39.98,9,11,20,0,0,40,Moderate
CS-2026-006655,2026-06-25 07:30:00,2026-06-25 09:41:00,2026-06-26 12:22:00,Enrollment Change,High,TEAM-03,AN-018,Manual Triage,0.0,Resolved,24,No,Complex eligibility,No,Enterprise,No,No,Yes,4.12,2.18,28.87,26.68,No,4.87,9,19,0,0,10,38,Moderate
CS-2026-014795,2026-01-04 11:45:00,2026-01-04 20:02:00,2026-01-06 03:24:00,Benefits Inquiry,Standard,TEAM-01,AN-008,Analyst Self-Select,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,Yes,No,4.6,8.28,39.65,31.37,Yes,,13,11,20,15,0,59,High
CS-2026-008078,2026-06-24 13:30:00,2026-06-24 14:14:00,2026-06-25 16:27:00,Claims Dispute,High,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,No,No,No,7.91,0.73,26.95,26.22,Yes,,26,19,0,0,0,45,Moderate
CS-2026-004790,2026-04-10 11:30:00,2026-04-10 12:52:00,2026-04-14 17:16:00,Claims Dispute,High,TEAM-02,AN-015,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,No,No,11.34,1.37,101.77,100.4,No,29.77,26,19,20,0,0,65,High
CS-2026-014021,2026-02-25 15:00:00,2026-02-25 20:48:00,2026-02-26 22:53:00,Enrollment Change,High,TEAM-03,AN-018,Analyst Self-Select,0.0,Resolved,24,No,No issue identified,No,Enterprise,No,No,No,3.34,5.8,31.88,26.08,No,7.88,9,19,0,0,0,28,Low
CS-2026-000328,2026-04-11 14:15:00,2026-04-11 17:27:00,2026-04-13 05:40:00,Benefits Inquiry,Standard,TEAM-01,AN-004,Manual Triage,0.0,Resolved,48,Yes,Policy exception required,No,Small Group,Yes,No,No,4.38,3.2,39.42,36.22,Yes,,13,11,20,0,0,44,Moderate
CS-2026-007093,2026-01-12 12:45:00,2026-01-12 13:23:00,2026-01-15 08:00:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,6.75,0.63,67.25,66.62,No,19.25,13,11,20,0,0,44,Moderate
CS-2026-015381,2026-06-22 11:00:00,2026-06-22 13:14:00,2026-06-26 15:41:00,Claims Dispute,Standard,TEAM-02,AN-014,Auto-Routed,1.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,Yes,No,17.93,2.23,100.68,98.45,No,28.68,26,11,20,15,0,72,High
CS-2026-002212,2026-01-06 12:30:00,2026-01-06 13:00:00,2026-01-10 22:15:00,Claims Dispute,Standard,TEAM-04,AN-027,Auto-Routed,1.0,Resolved,72,No,Policy exception required,No,Small Group,No,Yes,No,9.98,0.5,105.75,105.25,No,33.75,26,11,0,15,0,52,Moderate
CS-2026-002272,2026-06-22 07:45:00,2026-06-22 10:02:00,2026-06-25 14:01:00,Authorization Review,Low,TEAM-04,AN-023,Auto-Routed,0.0,Resolved,48,No,External party delay,No,Individual,Yes,No,No,4.48,2.28,78.27,75.98,No,30.27,22,5,20,0,0,47,Moderate
CS-2026-013829,2026-04-05 16:30:00,2026-04-05 16:55:00,2026-04-12 02:33:00,Coverage Termination,Low,TEAM-01,AN-006,Auto-Routed,0.0,Resolved,96,No,Policy exception required,No,Small Group,No,Yes,No,11.27,0.42,154.05,153.63,No,58.05,30,5,0,15,0,50,Moderate
CS-2026-015500,2026-03-18 17:00:00,2026-03-18 18:41:00,2026-03-22 16:04:00,Authorization Review,Low,TEAM-04,AN-025,Manual Triage,0.0,Resolved,48,No,Complex eligibility,No,Individual,Yes,No,Yes,5.54,1.68,95.07,93.38,No,47.07,22,5,20,0,10,57,High
CS-2026-010947,2026-03-16 16:15:00,2026-03-16 17:49:00,2026-03-19 18:32:00,Billing Correction,Standard,TEAM-05,AN-029,Auto-Routed,1.0,Resolved,72,No,System data gap,No,Individual,No,No,No,8.71,1.57,74.28,72.72,No,2.28,17,11,0,0,0,28,Low
CS-2026-001713,2026-04-29 11:15:00,2026-04-29 18:35:00,2026-05-01 12:31:00,Billing Correction,Standard,TEAM-05,AN-035,Analyst Self-Select,0.0,Resolved,72,Yes,No issue identified,No,Mid-Market,Yes,No,No,6.57,7.33,49.27,41.93,Yes,,17,11,20,0,0,48,Moderate
CS-2026-005839,2026-05-14 14:45:00,2026-05-14 18:07:00,2026-05-15 22:40:00,Enrollment Change,Standard,TEAM-03,AN-017,Manual Triage,0.0,Resolved,24,No,System data gap,No,Small Group,No,No,No,2.92,3.37,31.92,28.55,No,7.92,9,11,0,0,0,20,Low
CS-2026-006460,2026-05-12 13:30:00,2026-05-12 17:25:00,2026-05-13 23:08:00,Authorization Review,Standard,TEAM-04,AN-023,Manual Triage,0.0,Resolved,48,Yes,External party delay,No,Mid-Market,No,No,No,3.13,3.92,33.63,29.72,Yes,,22,11,0,0,0,33,Moderate
CS-2026-012608,2026-03-23 07:30:00,2026-03-23 08:18:00,2026-03-28 00:27:00,Claims Dispute,Standard,TEAM-02,AN-015,Auto-Routed,1.0,Resolved,72,No,Policy exception required,No,Small Group,No,Yes,Yes,12.02,0.8,112.95,112.15,No,40.95,26,11,0,15,10,62,High
CS-2026-001876,2026-05-02 15:15:00,2026-05-02 15:43:00,2026-05-06 02:05:00,Enrollment Change,Low,TEAM-03,AN-020,Auto-Routed,1.0,Resolved,24,No,Incorrect initial routing,No,Individual,No,No,No,5.36,0.47,82.83,82.37,No,58.83,9,5,0,0,0,14,Low
CS-2026-011335,2026-01-17 17:00:00,2026-01-17 19:42:00,2026-01-20 12:31:00,Billing Correction,Standard,TEAM-05,AN-032,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,No,No,No,6.36,2.7,67.52,64.82,Yes,,17,11,0,0,0,28,Low
CS-2026-012318,2026-06-02 14:45:00,2026-06-02 21:39:00,2026-06-06 04:07:00,Authorization Review,Standard,TEAM-04,AN-023,Analyst Self-Select,0.0,Resolved,48,No,System data gap,No,Mid-Market,Yes,No,No,4.88,6.9,85.37,78.47,No,37.37,22,11,20,0,0,53,Moderate
CS-2026-007629,2026-05-27 10:45:00,2026-05-27 13:34:00,2026-05-30 03:18:00,Coverage Termination,Standard,TEAM-02,AN-012,Manual Triage,0.0,Resolved,96,Yes,Missing documentation,No,Mid-Market,Yes,No,No,12.34,2.82,64.55,61.73,Yes,,30,11,20,0,0,61,High
CS-2026-010437,2026-02-19 13:30:00,2026-02-19 17:14:00,2026-02-21 02:45:00,Billing Correction,Standard,TEAM-05,AN-029,Manual Triage,0.0,Resolved,72,Yes,External party delay,Yes,Small Group,No,No,No,5.51,3.73,37.25,33.52,Yes,,17,11,0,0,0,28,Low
CS-2026-001038,2026-04-30 07:45:00,2026-04-30 09:11:00,2026-05-01 09:45:00,Billing Correction,High,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,External party delay,No,Mid-Market,No,No,No,5.5,1.43,26.0,24.57,Yes,,17,19,0,0,0,36,Moderate
CS-2026-010468,2026-01-28 09:15:00,2026-01-28 10:10:00,2026-01-30 18:33:00,Billing Correction,Standard,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,Policy exception required,No,Mid-Market,No,Yes,No,7.51,0.92,57.3,56.38,Yes,,17,11,0,15,0,43,Moderate
CS-2026-000995,2026-04-18 10:00:00,2026-04-18 15:06:00,2026-04-19 00:19:00,Enrollment Change,Urgent,TEAM-03,AN-022,Manual Triage,0.0,Resolved,24,Yes,System data gap,No,Mid-Market,No,No,No,2.71,5.1,14.32,9.22,Yes,,9,25,0,0,0,34,Moderate
CS-2026-000352,2026-02-06 09:30:00,2026-02-06 09:45:00,2026-02-07 13:40:00,Benefits Inquiry,High,TEAM-05,AN-033,Auto-Routed,2.0,Resolved,48,Yes,Complex eligibility,No,Enterprise,No,No,No,7.84,0.25,28.17,27.92,Yes,,13,19,0,0,0,32,Moderate
CS-2026-007531,2026-01-14 13:00:00,2026-01-14 14:49:00,2026-01-20 08:57:00,Billing Correction,Low,TEAM-02,AN-016,Auto-Routed,1.0,Resolved,72,No,Incorrect initial routing,No,Mid-Market,No,No,No,7.99,1.82,139.95,138.13,No,67.95,17,5,0,0,0,22,Low
CS-2026-002787,2026-02-15 11:15:00,2026-02-15 14:45:00,2026-02-16 06:34:00,Benefits Inquiry,Urgent,TEAM-01,AN-003,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,No,5.61,3.5,19.32,15.82,Yes,,13,25,20,0,0,58,High
CS-2026-008850,2026-04-03 17:00:00,2026-04-03 18:37:00,2026-04-05 03:46:00,Billing Correction,Standard,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Enterprise,No,No,Yes,3.88,1.62,34.77,33.15,Yes,,17,11,0,0,10,38,Moderate
CS-2026-004910,2026-02-03 13:15:00,2026-02-03 14:53:00,2026-02-04 10:31:00,Benefits Inquiry,Low,TEAM-01,AN-006,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Enterprise,No,No,No,4.65,1.63,21.27,19.63,Yes,,13,5,0,0,0,18,Low
CS-2026-012009,2026-04-13 17:45:00,2026-04-13 18:49:00,2026-04-17 11:15:00,Enrollment Change,Low,TEAM-03,AN-022,Auto-Routed,2.0,Resolved,24,No,Missing documentation,No,Mid-Market,No,No,No,7.16,1.07,89.5,88.43,No,65.5,9,5,0,0,0,14,Low
CS-2026-015556,2026-05-17 07:45:00,2026-05-17 12:28:00,2026-05-20 18:18:00,Coverage Termination,Low,TEAM-01,AN-004,Manual Triage,1.0,Resolved,96,Yes,Missing documentation,No,Mid-Market,Yes,No,Yes,9.66,4.72,82.55,77.83,Yes,,30,5,20,0,10,65,High
CS-2026-004659,2026-06-24 08:30:00,2026-06-24 09:13:00,2026-06-26 14:52:00,Authorization Review,High,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,No,Policy exception required,Yes,Mid-Market,No,Yes,No,7.57,0.72,54.37,53.65,No,6.37,22,19,0,15,0,56,High
CS-2026-015054,2026-01-28 08:15:00,2026-01-28 15:50:00,2026-01-29 15:14:00,Enrollment Change,Standard,TEAM-03,AN-019,Analyst Self-Select,0.0,Resolved,24,No,Complex eligibility,No,Small Group,No,No,No,3.05,7.58,30.98,23.4,No,6.98,9,11,0,0,0,20,Low
CS-2026-013648,2026-02-09 15:30:00,2026-02-09 16:30:00,2026-02-13 23:52:00,Billing Correction,Standard,TEAM-05,AN-029,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,Yes,No,9.21,1.0,104.37,103.37,No,32.37,17,11,20,15,0,63,High
CS-2026-003432,2026-06-12 08:00:00,2026-06-12 08:12:00,2026-06-15 20:14:00,Authorization Review,Standard,TEAM-04,AN-027,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,Yes,Mid-Market,No,No,Yes,6.96,0.2,84.23,84.03,No,36.23,22,11,0,0,10,43,Moderate
CS-2026-005829,2026-01-12 10:15:00,2026-01-12 10:20:00,2026-01-14 14:13:00,Benefits Inquiry,Standard,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,Yes,5.88,0.08,51.97,51.88,No,3.97,13,11,20,0,10,54,Moderate
CS-2026-010899,2026-01-06 14:45:00,2026-01-06 18:53:00,2026-01-08 00:15:00,Claims Dispute,Low,TEAM-02,AN-014,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,No,No,No,6.8,4.13,33.5,29.37,Yes,,26,5,0,0,0,31,Moderate
CS-2026-012173,2026-05-11 11:45:00,2026-05-11 17:15:00,2026-05-14 07:30:00,Claims Dispute,Low,TEAM-04,AN-023,Analyst Self-Select,0.0,Resolved,72,Yes,No issue identified,No,Small Group,No,No,No,4.14,5.5,67.75,62.25,Yes,,26,5,0,0,0,31,Moderate
CS-2026-011375,2026-05-09 10:00:00,2026-05-09 12:12:00,2026-05-12 01:58:00,Claims Dispute,Low,TEAM-02,AN-016,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Mid-Market,Yes,Yes,No,10.08,2.2,63.97,61.77,Yes,,26,5,20,15,0,66,High
CS-2026-014449,2026-01-02 11:30:00,2026-01-02 12:07:00,2026-01-03 07:53:00,Benefits Inquiry,High,TEAM-01,AN-008,Auto-Routed,1.0,Resolved,48,Yes,No issue identified,No,Enterprise,No,Yes,No,5.75,0.62,20.38,19.77,Yes,,13,19,0,15,0,47,Moderate
CS-2026-014736,2026-04-22 16:15:00,2026-04-22 20:22:00,2026-04-23 15:32:00,Billing Correction,High,TEAM-01,AN-009,Manual Triage,0.0,Resolved,72,Yes,No issue identified,No,Enterprise,No,No,No,4.69,4.12,23.28,19.17,Yes,,17,19,0,0,0,36,Moderate
CS-2026-015507,2026-02-28 09:30:00,2026-02-28 12:58:00,2026-03-01 03:08:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,No,No,No,3.66,3.47,17.63,14.17,Yes,,13,11,0,0,0,24,Low
CS-2026-005710,2026-01-16 14:30:00,2026-01-16 15:18:00,2026-01-18 15:04:00,Claims Dispute,Standard,TEAM-02,AN-013,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Small Group,Yes,No,Yes,11.33,0.8,48.57,47.77,Yes,,26,11,20,0,10,67,High
CS-2026-010775,2026-04-16 09:30:00,2026-04-16 15:28:00,2026-04-17 22:52:00,Enrollment Change,Standard,TEAM-01,AN-004,Manual Triage,0.0,Resolved,24,No,No issue identified,No,Individual,No,No,No,2.86,5.97,37.37,31.4,No,13.37,9,11,0,0,0,20,Low
CS-2026-012747,2026-04-22 08:15:00,2026-04-22 08:22:00,2026-04-24 00:17:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Mid-Market,Yes,No,Yes,6.95,0.12,40.03,39.92,Yes,,13,11,20,0,10,54,Moderate
CS-2026-010896,2026-03-13 12:00:00,2026-03-13 17:54:00,2026-03-19 00:18:00,Authorization Review,Standard,TEAM-04,AN-023,Analyst Self-Select,1.0,Resolved,48,No,Policy exception required,No,Mid-Market,No,Yes,No,8.89,5.9,132.3,126.4,No,84.3,22,11,0,15,0,48,Moderate
CS-2026-000788,2026-05-11 12:45:00,2026-05-11 12:59:00,2026-05-13 04:02:00,Authorization Review,Standard,TEAM-04,AN-025,Auto-Routed,0.0,Resolved,48,Yes,Complex eligibility,No,Individual,Yes,No,No,6.63,0.23,39.28,39.05,Yes,,22,11,20,0,0,53,Moderate
CS-2026-011233,2026-06-10 11:15:00,2026-06-10 11:35:00,2026-06-14 18:10:00,Coverage Termination,Urgent,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,96,No,Complex eligibility,No,Small Group,Yes,Yes,No,18.11,0.33,102.92,102.58,No,6.92,30,25,20,15,0,90,Critical
CS-2026-005116,2026-01-21 17:30:00,2026-01-21 22:04:00,2026-01-23 11:55:00,Claims Dispute,High,TEAM-02,AN-011,Manual Triage,0.0,Resolved,72,Yes,Complex eligibility,No,Small Group,No,No,No,4.56,4.57,42.42,37.85,Yes,,26,19,0,0,0,45,Moderate
CS-2026-005842,2026-05-31 16:00:00,2026-05-31 17:49:00,2026-06-02 02:51:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,No issue identified,No,Small Group,No,No,No,4.16,1.82,34.85,33.03,Yes,,13,11,0,0,0,24,Low
CS-2026-004073,2026-01-25 11:00:00,2026-01-25 12:45:00,2026-01-26 13:15:00,Benefits Inquiry,Standard,TEAM-01,AN-008,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,No,5.67,1.75,26.25,24.5,Yes,,13,11,20,0,0,44,Moderate
CS-2026-010639,2026-03-15 12:45:00,2026-03-15 13:26:00,2026-03-16 04:57:00,Enrollment Change,High,TEAM-03,AN-019,Auto-Routed,0.0,Resolved,24,Yes,No issue identified,No,Small Group,No,No,No,3.44,0.68,16.2,15.52,Yes,,9,19,0,0,0,28,Low
CS-2026-007972,2026-01-19 08:45:00,2026-01-19 12:30:00,2026-01-21 15:43:00,Authorization Review,Standard,TEAM-04,AN-023,Manual Triage,0.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,No,No,5.81,3.75,54.97,51.22,No,6.97,22,11,0,0,0,33,Moderate
CS-2026-012874,2026-06-21 07:45:00,2026-06-21 08:22:00,2026-06-24 08:42:00,Benefits Inquiry,Low,TEAM-01,AN-002,Auto-Routed,1.0,Resolved,48,No,External party delay,No,Small Group,No,No,No,6.3,0.62,72.95,72.33,No,24.95,13,5,0,0,0,18,Low
CS-2026-002360,2026-05-15 09:00:00,2026-05-15 11:28:00,2026-05-15 18:33:00,Benefits Inquiry,Urgent,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,System data gap,Yes,Small Group,Yes,No,No,4.03,2.47,9.55,7.08,Yes,,13,25,20,0,0,58,High
CS-2026-008387,2026-05-17 09:00:00,2026-05-17 10:15:00,2026-05-18 01:16:00,Benefits Inquiry,High,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,Incorrect initial routing,No,Mid-Market,No,Yes,No,5.66,1.25,16.27,15.02,Yes,,13,19,0,15,0,47,Moderate
CS-2026-003246,2026-05-01 17:00:00,2026-05-01 21:57:00,2026-05-03 09:31:00,Enrollment Change,Standard,TEAM-03,AN-021,Manual Triage,1.0,Resolved,24,No,Incorrect initial routing,No,Small Group,No,Yes,No,6.36,4.95,40.52,35.57,No,16.52,9,11,0,15,0,35,Moderate
CS-2026-009183,2026-03-26 16:15:00,2026-03-26 17:37:00,2026-03-28 04:45:00,Enrollment Change,Standard,TEAM-03,AN-022,Auto-Routed,1.0,Resolved,24,No,Incorrect initial routing,No,Small Group,Yes,No,No,5.05,1.37,36.5,35.13,No,12.5,9,11,20,0,0,40,Moderate
CS-2026-000944,2026-06-15 11:30:00,2026-06-15 18:12:00,2026-06-18 18:46:00,Claims Dispute,Standard,TEAM-02,AN-010,Analyst Self-Select,0.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,No,No,9.07,6.7,79.27,72.57,No,7.27,26,11,20,0,0,57,High
CS-2026-009407,2026-03-21 08:00:00,2026-03-21 08:05:00,2026-03-21 23:21:00,Billing Correction,Urgent,TEAM-05,AN-033,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,Yes,No,No,7.54,0.08,15.35,15.27,Yes,,17,25,20,0,0,62,High
CS-2026-004059,2026-05-04 09:00:00,2026-05-04 10:06:00,2026-05-05 17:35:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Mid-Market,Yes,Yes,No,5.3,1.1,32.58,31.48,Yes,,13,11,20,15,0,59,High
CS-2026-006079,2026-01-04 17:30:00,2026-01-04 19:17:00,2026-01-07 04:44:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Manual Triage,0.0,Resolved,48,No,System data gap,No,Enterprise,Yes,No,No,4.49,1.78,59.23,57.45,No,11.23,13,11,20,0,0,44,Moderate
CS-2026-015634,2026-04-20 13:45:00,2026-04-20 14:07:00,2026-04-21 14:38:00,Benefits Inquiry,High,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,No,5.9,0.37,24.88,24.52,Yes,,13,19,20,0,0,52,Moderate
CS-2026-008312,2026-05-03 11:30:00,2026-05-03 11:56:00,2026-05-06 04:45:00,Coverage Termination,High,TEAM-01,AN-006,Manual Triage,1.0,Resolved,96,Yes,No issue identified,No,Small Group,Yes,Yes,No,14.83,0.43,65.25,64.82,Yes,,30,19,20,15,0,84,Critical
CS-2026-013807,2026-06-12 15:15:00,2026-06-12 16:53:00,2026-06-14 02:38:00,Benefits Inquiry,Standard,TEAM-04,AN-025,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Individual,No,No,No,2.36,1.63,35.38,33.75,Yes,,13,11,0,0,0,24,Low
CS-2026-007215,2026-02-07 10:00:00,2026-02-07 11:22:00,2026-02-08 04:51:00,Billing Correction,High,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,2.97,1.37,18.85,17.48,Yes,,17,19,0,0,0,36,Moderate
CS-2026-009097,2026-04-16 10:15:00,2026-04-16 12:29:00,2026-04-18 01:05:00,Billing Correction,Standard,TEAM-05,AN-033,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,No,No,3.62,2.23,38.83,36.6,Yes,,17,11,20,0,0,48,Moderate
CS-2026-014468,2026-03-03 11:00:00,2026-03-03 13:19:00,2026-03-07 17:13:00,Claims Dispute,Standard,TEAM-02,AN-010,Auto-Routed,0.0,Resolved,72,No,No issue identified,No,Individual,No,No,No,9.58,2.32,102.22,99.9,No,30.22,26,11,0,0,0,37,Moderate
CS-2026-007567,2026-01-25 10:45:00,2026-01-25 11:52:00,2026-01-26 08:49:00,Benefits Inquiry,High,TEAM-01,AN-008,Auto-Routed,1.0,Resolved,48,Yes,Missing documentation,No,Individual,Yes,No,Yes,6.68,1.12,22.07,20.95,Yes,,13,19,20,0,10,62,High
CS-2026-000523,2026-01-24 16:30:00,2026-01-24 18:13:00,2026-01-27 02:02:00,Claims Dispute,High,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,Yes,Small Group,Yes,No,Yes,10.82,1.72,57.53,55.82,Yes,,26,19,20,0,10,75,Critical
CS-2026-015899,2026-01-07 12:15:00,2026-01-07 20:46:00,2026-01-09 03:15:00,Benefits Inquiry,Standard,TEAM-01,AN-001,Analyst Self-Select,0.0,Resolved,48,Yes,No issue identified,No,Small Group,No,No,No,3.07,8.52,39.0,30.48,Yes,,13,11,0,0,0,24,Low
CS-2026-007553,2026-02-07 11:45:00,2026-02-07 12:24:00,2026-02-09 04:56:00,Authorization Review,High,TEAM-04,AN-024,Auto-Routed,1.0,Resolved,48,Yes,Policy exception required,Yes,Mid-Market,No,No,No,7.62,0.65,41.18,40.53,Yes,,22,19,0,0,0,41,Moderate
