Team_ID,Date,Analyst_Count,Available_Hours,Assigned_Case_Count,Average_Complexity,Open_Backlog,Backlog_Work_Hours
TEAM-04,2026-06-24,5,37.5,16,6.63,52,382.6
TEAM-05,2026-06-24,8,60.0,17,5.91,23,143.9
TEAM-01,2026-06-25,9,67.5,37,6.36,73,602.2
TEAM-02,2026-06-25,7,52.5,15,10.26,35,377.0
TEAM-03,2026-06-25,6,45.0,12,4.6,14,72.0
TEAM-04,2026-06-25,5,37.5,17,6.34,55,408.9
TEAM-05,2026-06-25,8,60.0,16,5.54,29,187.8
TEAM-01,2026-06-26,9,67.5,28,7.09,62,520.3
TEAM-02,2026-06-26,7,52.5,22,7.67,46,431.4
TEAM-03,2026-06-26,6,45.0,15,3.79,23,106.4
TEAM-04,2026-06-26,5,37.5,7,7.54,45,345.9
TEAM-05,2026-06-26,8,60.0,16,7.4,30,214.7
TEAM-01,2026-06-27,9,0.0,21,7.47,53,496.4
TEAM-02,2026-06-27,7,0.0,16,9.07,48,454.5
TEAM-03,2026-06-27,6,0.0,12,5.02,17,104.2
TEAM-04,2026-06-27,5,0.0,10,5.24,42,321.7
TEAM-05,2026-06-27,8,0.0,16,7.23,29,230.9
TEAM-01,2026-06-28,9,0.0,29,6.47,58,481.3
TEAM-02,2026-06-28,7,0.0,15,7.77,50,475.5
TEAM-03,2026-06-28,6,0.0,21,3.54,28,132.4
TEAM-04,2026-06-28,5,0.0,13,6.85,44,335.2
TEAM-05,2026-06-28,8,0.0,12,6.24,29,236.6
TEAM-01,2026-06-29,9,67.5,24,7.28,57,500.4
TEAM-02,2026-06-29,7,52.5,20,7.48,44,421.2
TEAM-03,2026-06-29,6,45.0,16,4.39,18,84.0
TEAM-04,2026-06-29,5,37.5,9,7.3,37,295.3
TEAM-05,2026-06-29,8,60.0,11,5.11,22,147.0
TEAM-01,2026-06-30,9,67.5,36,6.84,64,561.5
TEAM-02,2026-06-30,7,52.5,16,9.21,46,436.6
TEAM-03,2026-06-30,6,45.0,14,4.24,17,83.1
TEAM-04,2026-06-30,5,37.5,18,6.26,46,332.6
TEAM-05,2026-06-30,8,60.0,14,6.25,22,152.1
